Identificador único del municipio,Clave de entidad federativa,Entidad federativa,Clave de municipio o delegación,Municipio o delegación,Estimador_x,Porcentaje de población de 20 años y más con obesidad.,Porcentaje de población de 20 años y más con diagnóstico previo de hipertensión.,Porcentaje de población de 20 años y más con diagnóstico previo de diabetes.,Municipio,Estimador_y,Ingreso Corriente Promedio Trimestral por Hogar 2020,Codigo,Total,municipio,entidad,Big,Medium,Small,Total_Pharmacies,Pharmacy_Density_per_100k,CVEGEO,Big_Pharmacy_Ratio,Medium_Pharmacy_Ratio,Total_Trimestral_Income,Income_per_Big_Pharmacy
32026,32.0,ZACATECAS,26.0,Mazapil,Valor,35.18687533696008,18.744627457873257,11.187554994275427,MAZAPIL,Valor,39833.895541057,32 026,17774,MAZAPIL,ZACATECAS,1.0,0.0,0.0,1.0,5.626195566557893,32.026.0,5.626195566557893,0.0,708007659.346747,7080.07659346747
24017,24.0,SAN LUIS POTOSÍ,17.0,Guadalcázar,Valor,32.427869600320115,19.27381063193703,11.745592722594855,GUADALCÁZAR,Valor,28065.8227406468,24 017,25119,GUADALCÁZAR,SAN LUIS POTOSÍ,1.0,1.0,1.0,3.0,11.943150603129105,24.017.0,3.981050201043035,3.981050201043035,704985401.422307,7049.85401422307
05004,5.0,COAHUILA DE ZARAGOZA,4.0,Arteaga,Valor,42.533993833587836,20.797757535766138,12.51707917258315,ARTEAGA,Valor,46994.8711738773,05 004,29578,ARTEAGA,COAHUILA DE ZARAGOZA,2.0,0.0,4.0,6.0,20.28534721752654,5.04.0,6.7617824058421805,0.0,1390014299.5809426,6950.071497904713
16087,16.0,MICHOACÁN DE OCAMPO,87.0,Taretan,Valor,35.86713463360216,18.888256006786218,9.022336110589926,TARETAN,Valor,44550.2510174354,16 087,15589,TARETAN,MICHOACÁN DE OCAMPO,1.0,2.0,5.0,8.0,51.318237218551545,16.087.0,6.414779652318943,12.829559304637886,694493863.1108005,6944.938631108005
15114,15.0,MÉXICO,114.0,Villa Victoria,Valor,31.620712266851204,14.169839595832016,7.797680419461083,VILLA VICTORIA,Valor,32051.0840229221,15 114,108196,VILLA VICTORIA,MÉXICO,5.0,5.0,7.0,17.0,15.712225960294282,15.0114.0,4.621242929498318,4.621242929498318,3467799086.9440794,6935.598173888159
32032,32.0,ZACATECAS,32.0,Morelos,Valor,36.48948403449458,19.633175158842,9.614509023855563,MORELOS,Valor,52410.4185489525,32 032,13207,MORELOS,ZACATECAS,1.0,4.0,4.0,9.0,68.14568032104188,32.032.0,7.571742257893541,30.286969031574163,692184397.7760156,6921.843977760156
11026,11.0,GUANAJUATO,26.0,Romita,Valor,27.634678779358012,19.083173184471324,8.535481115911637,ROMITA,Valor,31552.7950412621,11 026,65766,ROMITA,GUANAJUATO,3.0,10.0,6.0,19.0,28.89030806191649,11.026.0,4.561627588723656,15.20542529574552,2075101118.6836433,6917.0037289454785
20010,20.0,OAXACA,10.0,El Barrio de la Soledad,Valor,36.68779837388748,21.937015964054165,11.23204313498865,EL BARRIO DE LA SOLEDAD,Valor,51275.4356644105,20 010,13474,EL BARRIO DE LA SOLEDAD,OAXACA,1.0,3.0,2.0,6.0,44.5302063232893,20.010.0,7.4217010538815495,22.26510316164465,690885220.1422671,6908.852201422671
22014,22.0,QUERÉTARO,14.0,Querétaro,Valor,31.313248876167066,18.66578608532974,7.427951290275569,QUERÉTARO,Valor,70404.0748887108,22,2368467,QUERÉTARO,QUERÉTARO,242.0,102.0,230.0,574.0,24.235085394898896,22.014.0,10.217579556734378,4.306583118954158,166749728039.44022,6890.484629728935
19021,19.0,NUEVO LEÓN,21.0,General Escobedo,Valor,42.653005697640765,18.146390307988142,9.77228392666537,GENERAL ESCOBEDO,Valor,66631.1453493313,19 021,481213,GENERAL ESCOBEDO,NUEVO LEÓN,47.0,27.0,29.0,103.0,21.404243027515882,19.021.0,9.766984682458704,5.610820987795425,32063773346.987762,6822.079435529311
30151,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,151.0,Tamiahua,Valor,40.02376582930158,27.712924856287515,12.832096076831483,TAMIAHUA,Valor,30884.2765953904,30 151,21902,TAMIAHUA,VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,2.0,4.0,18.263172313030775,30.0151.0,4.565793078257694,4.565793078257694,676427425.9922405,6764.274259922406
12041,12.0,GUERRERO,41.0,Malinaltepec,Valor,15.253862431729292,14.686893874006646,8.046451452449796,MALINALTEPEC,Valor,22780.7078836527,12 041,29625,MALINALTEPEC,GUERRERO,1.0,1.0,0.0,2.0,6.751054852320675,12.041.0,3.3755274261603376,3.3755274261603376,674878471.0532112,6748.7847105321125
21010,21.0,PUEBLA,10.0,Ajalpan,Valor,27.784824466073694,11.040360200548825,8.788384714404462,AJALPAN,Valor,26932.8111449763,21 010,74768,AJALPAN,PUEBLA,3.0,9.0,6.0,18.0,24.074470361652043,21.010.0,4.012411726942007,12.037235180826022,2013712423.687588,6712.374745625293
14087,14.0,JALISCO,87.0,Tecalitlán,Valor,31.129776935264715,18.67239733956055,8.984840566424024,TECALITLÁN,Valor,40112.0696199438,14 087,16705,TECALITLÁN,JALISCO,1.0,5.0,6.0,12.0,71.83478000598623,14.087.0,5.986231667165519,29.9311583358276,670072123.0011612,6700.7212300116125
28035,28.0,TAMAULIPAS,35.0,San Fernando,Valor,46.41563094805918,19.48140390043973,14.110449052753822,SAN FERNANDO,Valor,38861.6182480797,28 035,51405,SAN FERNANDO,TAMAULIPAS,3.0,3.0,9.0,15.0,29.18004085205719,28.035.0,5.836008170411438,5.836008170411438,1997681486.042537,6658.938286808456
16091,16.0,MICHOACÁN DE OCAMPO,91.0,Tingüindín,Valor,28.10969293564318,20.749196655285747,8.653355680547802,TINGÜINDÍN,Valor,44562.3152085342,16 091,14934,TINGÜINDÍN,MICHOACÁN DE OCAMPO,1.0,5.0,2.0,8.0,53.5690370965582,16.091.0,6.696129637069775,33.48064818534887,665493615.3242497,6654.936153242497
16008,16.0,MICHOACÁN DE OCAMPO,8.0,Aquila,Valor,28.397020075530026,16.64631463213023,8.040263981233837,AQUILA,Valor,26771.7391366089,16 008,24676,AQUILA,MICHOACÁN DE OCAMPO,1.0,1.0,3.0,5.0,20.26260333927703,16.08.0,4.052520667855406,4.052520667855406,660619434.9349612,6606.194349349612
19006,19.0,NUEVO LEÓN,6.0,Apodaca,Valor,45.36910493427824,17.455625197877215,10.571002624997192,APODACA,Valor,74179.9267609932,19 006,656464,APODACA,NUEVO LEÓN,74.0,37.0,28.0,139.0,21.174047624850715,19.06.0,11.272514562870164,5.636257281435082,48696451441.22864,6580.601546111979
15012,15.0,MÉXICO,12.0,Atizapán,Valor,35.542793805347536,15.929242926102832,11.263296601415789,ATIZAPÁN,Valor,50657.9267226598,15 012,12984,ATIZAPÁN,MÉXICO,1.0,6.0,4.0,11.0,84.71965495995072,15.012.0,7.701786814540974,46.21072088724584,657742520.5670148,6577.425205670148
01005,1.0,AGUASCALIENTES,5.0,Jesús María,Valor,34.73171538468336,12.356755466214269,6.745818679991173,JESÚS MARÍA,Valor,55616.0299982515,01 005,129929,JESÚS MARÍA,AGUASCALIENTES,11.0,8.0,10.0,29.0,22.3198823973093,1.05.0,8.466162288634562,6.157208937188773,7226135161.642819,6569.213783311654
01011,1.0,AGUASCALIENTES,11.0,San Francisco de los Romo,Valor,39.306619286155914,11.875013627386272,7.188859314565602,SAN FRANCISCO DE LOS ROMO,Valor,52960.858547407,01 011,61997,SAN FRANCISCO DE LOS ROMO,AGUASCALIENTES,5.0,3.0,6.0,14.0,22.58173782602384,1.011.0,8.064906366437086,4.838943819862251,3283414347.3635917,6566.828694727184
24057,24.0,SAN LUIS POTOSÍ,57.0,Matlapa,Valor,29.843824201394703,17.032608567876437,9.650032090244803,MATLAPA,Valor,22600.9387143991,24 057,28996,MATLAPA,SAN LUIS POTOSÍ,1.0,3.0,6.0,10.0,34.48751551938199,24.057.0,3.448751551938198,10.346254655814596,655336818.9627163,6553.368189627164
05009,5.0,COAHUILA DE ZARAGOZA,9.0,Francisco I. Madero,Valor,38.32969166417936,21.61859923955648,12.494005471388638,FRANCISCO I. MADERO,Valor,44257.6413723374,05 009,59035,FRANCISCO I. MADERO,COAHUILA DE ZARAGOZA,4.0,13.0,22.0,39.0,66.06250529346998,5.09.0,6.775641568561023,22.020835097823323,2612749858.4159384,6531.874646039846
05022,5.0,COAHUILA DE ZARAGOZA,22.0,Nava,Valor,43.16108458794369,18.75243799032348,9.309792573152093,NAVA,Valor,58839.9019483458,05 022,33129,NAVA,COAHUILA DE ZARAGOZA,3.0,3.0,2.0,8.0,24.14802740801111,5.022.0,9.055510278004165,9.055510278004165,1949307111.646748,6497.690372155827
08005,8.0,CHIHUAHUA,5.0,Ascensión,Valor,47.36827935591813,20.81106445496863,9.817450044668728,ASCENSIÓN,Valor,49478.2554669246,08 005,26093,ASCENSIÓN,CHIHUAHUA,2.0,4.0,7.0,13.0,49.82179128501897,8.05.0,7.664890966925995,15.32978193385199,1291036119.8984637,6455.180599492319
08017,8.0,CHIHUAHUA,17.0,Cuauhtémoc,Valor,35.955207533904634,20.88247441925454,10.58037431975319,CUAUHTÉMOC,Valor,60564.4433332658,08 017,180638,CUAUHTÉMOC,CHIHUAHUA,17.0,44.0,34.0,95.0,52.59137058647683,8.017.0,9.411087368106378,24.358108482157686,10940239914.834467,6435.435244020275
11037,11.0,GUANAJUATO,37.0,Silao de la Victoria,Valor,21.746031236227417,17.701545666686446,9.812487675951255,SILAO DE LA VICTORIA,Valor,47413.6438577059,11 037,203556,SILAO DE LA VICTORIA,GUANAJUATO,15.0,32.0,36.0,83.0,40.77502014187742,11.037.0,7.368979543712787,15.720489693253946,9651331689.099182,6434.221126066121
16017,16.0,MICHOACÁN DE OCAMPO,17.0,Contepec,Valor,31.156780950347816,19.447996406498135,10.33753655505106,CONTEPEC,Valor,36450.289130124,16 017,35070,CONTEPEC,MICHOACÁN DE OCAMPO,2.0,1.0,5.0,8.0,22.81151981750784,16.017.0,5.70287995437696,2.85143997718848,1278311639.7934487,6391.558198967244
12029,12.0,GUERRERO,29.0,Chilpancingo de los Bravo,Valor,39.66474765996811,17.72235467344735,10.442694415577561,CHILPANCINGO DE LOS BRAVO,Valor,40524.8550761132,12 029,283354,CHILPANCINGO DE LOS BRAVO,GUERRERO,18.0,35.0,37.0,90.0,31.762389096324743,12.029.0,6.352477819264948,12.352040204126286,11482879785.236979,6379.377658464989
07031,7.0,CHIAPAS,31.0,Chilón,Valor,22.509304427137206,10.48290876475494,5.826252028849183,CHILÓN,Valor,18587.2008125047,07 031,137262,CHILÓN,CHIAPAS,4.0,6.0,14.0,24.0,17.4848100712506,7.031.0,2.9141350118751004,4.37120251781265,2551316357.92602,6378.290894815051
32036,32.0,ZACATECAS,36.0,Ojocaliente,Valor,30.744327996635185,16.658383260196075,10.057122997123697,OJOCALIENTE,Valor,43175.7498610576,32 036,44144,OJOCALIENTE,ZACATECAS,3.0,6.0,6.0,15.0,33.979702790866256,32.036.0,6.795940558173251,13.591881116346501,1905950301.8665266,6353.167672888422
21186,21.0,PUEBLA,186.0,Tlatlauquitepec,Valor,29.68873448382637,15.094327346795616,8.958928314854779,TLATLAUQUITEPEC,Valor,34173.6575952112,21 186,55576,TLATLAUQUITEPEC,PUEBLA,3.0,15.0,16.0,34.0,61.177486684899954,21.0186.0,5.398013531020585,26.990067655102923,1899235194.511458,6330.78398170486
12067,12.0,GUERRERO,67.0,Tlapehuala,Valor,34.19277824223315,18.96018580161893,12.461026332849165,TLAPEHUALA,Valor,28469.4993668506,12 067,22209,TLAPEHUALA,GUERRERO,1.0,5.0,9.0,15.0,67.5401864109145,12.067.0,4.502679094060967,22.513395470304832,632279111.438385,6322.79111438385
05031,5.0,COAHUILA DE ZARAGOZA,31.0,San Buenaventura,Valor,40.62304574387266,23.55294431600036,13.651902459023741,SAN BUENAVENTURA,Valor,51011.1411873469,05 031,24759,SAN BUENAVENTURA,COAHUILA DE ZARAGOZA,2.0,1.0,2.0,5.0,20.1946766832263,5.031.0,8.077870673290521,4.0389353366452605,1262984844.6575217,6314.924223287609
17008,17.0,MORELOS,8.0,Emiliano Zapata,Valor,37.55379944811565,17.19052703703341,11.718187261829128,EMILIANO ZAPATA,Valor,47102.1866776718,17 008,107053,EMILIANO ZAPATA,MORELOS,8.0,16.0,9.0,33.0,30.82585261505983,17.08.0,7.472933967287232,14.945867934574464,5042430390.404799,6303.037988005999
30083,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,83.0,Ixhuatlán de Madero,Valor,25.169117881411214,23.23270398939048,11.2212972284889,IXHUATLÁN DE MADERO,Valor,24750.1173389699,30 083,50836,IXHUATLÁN DE MADERO,VERACRUZ DE IGNACIO DE LA LLAVE,2.0,8.0,7.0,17.0,33.4408686757416,30.083.0,3.934219844204894,15.736879376819576,1258196965.0438738,6290.984825219369
13054,13.0,HIDALGO,54.0,San Salvador,Valor,27.814872513578955,19.701962636618163,11.423824348547111,SAN SALVADOR,Valor,34064.212445989,13 054,36796,SAN SALVADOR,HIDALGO,2.0,6.0,5.0,13.0,35.3299271659963,13.054.0,5.435373410153278,16.306120230459832,1253426761.162611,6267.133805813055
13003,13.0,HIDALGO,3.0,Actopan,Valor,29.723371441794534,16.879757406369237,13.664497041542594,ACTOPAN,Valor,41053.8526912342,13 003,61002,ACTOPAN,HIDALGO,4.0,22.0,17.0,43.0,70.48949214779844,13.03.0,6.5571620602603184,36.06439133143176,2504367121.8706684,6260.917804676671
20399,20.0,OAXACA,399.0,Santa María Atzompa,Valor,39.46540820491548,16.438034169935637,7.565826268934141,SANTA MARÍA ATZOMPA,Valor,44788.9127031618,20 399,41921,SANTA MARÍA ATZOMPA,OAXACA,3.0,3.0,3.0,9.0,21.46895350778846,20.0399.0,7.156317835929487,7.156317835929487,1877596009.4292457,6258.653364764153
18010,18.0,NAYARIT,10.0,Rosamorada,Valor,50.69228130070817,20.75872252784547,12.752203407213443,ROSAMORADA,Valor,36982.2027927895,18 010,33567,ROSAMORADA,NAYARIT,2.0,3.0,6.0,11.0,32.770280334852686,18.010.0,5.958232788155033,8.93734918223255,1241381601.1455653,6206.908005727826
21207,21.0,PUEBLA,207.0,Zacapoaxtla,Valor,30.191961687028744,15.261835318433503,9.678976361213921,ZACAPOAXTLA,Valor,32101.3805329697,21 207,57887,ZACAPOAXTLA,PUEBLA,3.0,12.0,7.0,22.0,38.00507886053863,21.0207.0,5.182510753709814,20.730043014839257,1858252614.9120169,6194.175383040057
20079,20.0,OAXACA,79.0,Salina Cruz,Valor,41.0205674606488,18.15285038714363,13.921061515098172,SALINA CRUZ,Valor,50895.3825585876,20 079,84438,SALINA CRUZ,OAXACA,7.0,7.0,9.0,23.0,27.238920865013384,20.079.0,8.290106350221464,8.290106350221464,4297504312.482019,6139.291874974314
11040,11.0,GUANAJUATO,40.0,Tierra Blanca,Valor,23.448354236867456,17.196180413525614,8.448935207360803,TIERRA BLANCA,Valor,30569.0228677626,11 040,20007,TIERRA BLANCA,GUANAJUATO,1.0,3.0,1.0,5.0,24.991253061428502,11.040.0,4.9982506122857,14.994751836857098,611594440.5153264,6115.944405153264
32037,32.0,ZACATECAS,37.0,Pánuco,Valor,35.23142329133421,15.901573684002528,10.123633847224069,PÁNUCO,Valor,34709.3744558752,32 037,17577,PÁNUCO,ZACATECAS,1.0,1.0,3.0,5.0,28.44626500540479,32.037.0,5.689253001080958,5.689253001080958,610086674.8109185,6100.866748109184
26070,26.0,SONORA,70.0,General Plutarco Elías Calles,Valor,30.184953267538845,27.093073378274227,31.669299412723795,GENERAL PLUTARCO ELÍAS CALLES,Valor,44724.9036274191,26 070,13627,GENERAL PLUTARCO ELÍAS CALLES,SONORA,1.0,8.0,1.0,10.0,73.3837234901299,26.070.0,7.338372349012989,58.70697879210391,609466261.7308401,6094.6626173084005
22005,22.0,QUERÉTARO,5.0,Colón,Valor,33.085689484273374,14.629947415873648,7.393043837030258,COLÓN,Valor,45270.2145413074,22 005,67121,COLÓN,QUERÉTARO,5.0,4.0,6.0,15.0,22.347700421626616,22.05.0,7.449233473875538,5.959386779100431,3038582070.227094,6077.164140454189
16093,16.0,MICHOACÁN DE OCAMPO,93.0,Tlalpujahua,Valor,25.175642660703407,17.847152636769327,8.185376838824492,TLALPUJAHUA,Valor,42088.2542424023,16 093,28556,TLALPUJAHUA,MICHOACÁN DE OCAMPO,2.0,6.0,6.0,14.0,49.02647429611991,16.093.0,7.003782042302843,21.01134612690853,1201872188.14604,6009.3609407302
21099,21.0,PUEBLA,99.0,Cañada Morelos,Valor,30.344125087781205,14.446637884324621,9.573543485144729,CAÑADA MORELOS,Valor,29060.1119702565,21 099,20659,CAÑADA MORELOS,PUEBLA,1.0,6.0,0.0,7.0,33.883537441308874,21.099.0,4.84050534875841,29.043032092550465,600352853.193529,6003.52853193529
19007,19.0,NUEVO LEÓN,7.0,Aramberri,Valor,37.28658379646247,23.628436616169417,13.97673368148705,ARAMBERRI,Valor,39921.8285955214,19 007,14992,ARAMBERRI,NUEVO LEÓN,1.0,1.0,4.0,6.0,40.021344717182494,19.07.0,6.670224119530417,6.670224119530417,598508054.3040569,5985.080543040569
05033,5.0,COAHUILA DE ZARAGOZA,33.0,San Pedro,Valor,36.80609914169371,22.88837529232639,12.190076166319313,SAN PEDRO,Valor,41269.1572642741,05 033,101041,SAN PEDRO,COAHUILA DE ZARAGOZA,7.0,14.0,13.0,34.0,33.6497065547649,5.033.0,6.9278807612751265,13.855761522550253,4169876919.1395197,5956.967027342171
12027,12.0,GUERRERO,27.0,Cutzamala de Pinzón,Valor,30.618804731815892,22.045911527619673,13.414627159840833,CUTZAMALA DE PINZÓN,Valor,28939.2611954839,12 027,20537,CUTZAMALA DE PINZÓN,GUERRERO,1.0,1.0,6.0,8.0,38.95408287481132,12.027.0,4.869260359351415,4.869260359351415,594325607.1716529,5943.256071716529
22011,22.0,QUERÉTARO,11.0,El Marqués,Valor,29.04396119701214,14.132761038745825,6.441268761039347,EL MARQUÉS,Valor,53718.6580697221,22 011,231668,EL MARQUÉS,QUERÉTARO,21.0,15.0,24.0,60.0,25.89913151578984,22.011.0,9.064696030526443,6.47478287894746,12444894077.696379,5926.140036998276
26072,26.0,SONORA,72.0,San Ignacio Río Muerto,Valor,51.230916828296536,23.672450823392463,12.051201298611508,SAN IGNACIO RÍO MUERTO,Valor,41150.5302729976,26 072,14279,SAN IGNACIO RÍO MUERTO,SONORA,1.0,2.0,5.0,8.0,56.02633237621682,26.072.0,7.003291547027103,14.006583094054205,587588421.7681328,5875.884217681328
32051,32.0,ZACATECAS,51.0,Villa de Cos,Valor,32.84459024405146,17.652670203140755,11.768110917875122,VILLA DE COS,Valor,33611.1880200113,32 051,34623,VILLA DE COS,ZACATECAS,2.0,10.0,2.0,14.0,40.435548623747216,32.051.0,5.7765069462496035,28.882534731248015,1163720162.8168514,5818.600814084257
08060,8.0,CHIHUAHUA,60.0,Santa Bárbara,Valor,41.99546560758008,25.092944046024833,9.776291052644936,SANTA BÁRBARA,Valor,50188.90910547,08 060,11582,SANTA BÁRBARA,CHIHUAHUA,1.0,4.0,0.0,5.0,43.17043688482128,8.060.0,8.634087376964255,34.53634950785702,581287945.2595536,5812.879452595535
24056,24.0,SAN LUIS POTOSÍ,56.0,Villa de Arista,Valor,33.28063584422532,16.754663078538755,8.646971686456379,VILLA DE ARISTA,Valor,33576.7665322195,24 056,17258,VILLA DE ARISTA,SAN LUIS POTOSÍ,1.0,5.0,6.0,12.0,69.53297021671109,24.056.0,5.794414184725924,28.97207092362962,579467836.8130442,5794.678368130442
05002,5.0,COAHUILA DE ZARAGOZA,2.0,Acuña,Valor,43.22513866453515,18.54115508465555,12.044212905446132,ACUÑA,Valor,49722.2715793646,05 002,163058,ACUÑA,COAHUILA DE ZARAGOZA,14.0,7.0,21.0,42.0,25.75770584699923,5.02.0,8.585901948999743,4.292950974499871,8107614159.188033,5791.152970848595
07114,7.0,CHIAPAS,114.0,Benemérito de las Américas,Valor,34.94421815915255,13.498325626780327,6.489709690198733,BENEMÉRITO DE LAS AMÉRICAS,Valor,24500.4556281844,07 114,23603,BENEMÉRITO DE LAS AMÉRICAS,CHIAPAS,1.0,8.0,7.0,16.0,67.78799305173071,7.0114.0,4.236749565733169,33.893996525865354,578284254.1920364,5782.842541920364
